,Album,Song,Lyrics
45,,Go Long,"Last night, again, you were in my dream. Several expendable limbs were at stake. You were a prince, spinning rims, all sentiments indian-givenand half-baked. I was broughtin on a palanquinmade of the many bodiesof beautiful women. Brought to this place, to be examined, swaying on an elephant: a princess of India. We both want the very same thing. We are praying I am the one to save you. But you don't even ownyour own violence. Run away from home —your beard is still bluewith the loneliness of you mighty men, with your jaws, and fists, and guitars, and pens, and your sugarlip, but I've never been to the firepitswith you mighty men. Who made you this way? Who made you this way? Who is going to bearyour beautiful children? Do you think you can just stop, when you're ready for a change? Who will take care of youwhen you're old and dying? You burn in the Mekong, to prove your worth. Go long! Go long! Right over the edge of the earth! You have been wronged, tore up since birth. You have done harm. Others have done worse. Will you tuck your shirt? Will you leave it loose? You are badly hurt. You're a silly goose. You are caked in mud, and in blood, and worse. Chew your bitter cud. Grope your little nurse. Do you know whymy ankles are bound in gauze? (sickly dressage: a princess of Kentucky)? In the middle of the woods(which were the probable cause), we danced in the lodgelike two panting monkeys. I will give you a call, for one last hurrah. And if this tale is tall, forgive my scrambling. But you keep palming along the wall, moving at a blind crawl, but always rambling. Wolf-spider, crouch in your funnel nest. If I knew you, once, now I know you less. In the sinking sand, where we've come to rest, have I had a hand in your loneliness? When you leave me alonein this old palace of yours, it starts to get to me. I take to walking. What a woman does is open doors. And it is not a question of lockingor unlocking. Well, I have never seensuch a terrible room —gilded with the gold teethof the women who loved you! Now, though I die, Magpie, this I bequeath: by any other name, a Jay is still bluewith the lonelinessof you mighty men, with your mighty kissthat might never never end, while, so far away, in the seat of the West, burns the fountof the heatof that loneliness. There's a manwho only will speak in code, backing slowly, slowly down the road. May he master everythingthat such men may knowabout loving, and then letting go. "
46,,Occident,"Mercy me, the night is long. Take my pen, to write you this song. Lord: is it harder to carry on, or to know when you are done? All my life, I've felt as though I'm inside a beautiful memory, replayingwith the sound turned down low. Long-life, show your face. Slow-heart, curb your taste. Smoke me out of my hiding place. Long-life, state your case. What in the world are we waiting for —building glowing cities along the shore, where the wind batters in, baiting my kin like a matador? So much value, placed uponwhat lies just beyond our plans: waving my handkerchief, running along, till the end of the sand. Long-life, speak your name. So tired of the guessing game. But, something is moving, just out of frame: Slow-heart, brace and aim. Breaching slowly, across the sea, one mast —a flash, like the stinger of a bee —to take you away, a swarming fleet is gonna take youfrom me. The universe is getting loose: sodden spread, from some leaden disuse, rushing, unhinged, toward diminishing lights, like a headless caboose. I'll wait for you, alongside the ocean, and make dowith my no-skin. But then, Long-life, will you let me in? And then, Slow-heart, are you gonna know him? Long-life, speak your name. I wait, while I decry the wait. And when I die, may I relate: Slow heart, congregate. To leave your home, and your family, for some distortion of property? Well, darling, I can't go. But you may stayhere, with me. "
47,,Soft as Chalk,"So, so long ago, and so far away, when Time was just a linethat you fed me, when you wanted to stay, we'd talkas soft as chalk, till morning came, pale as a pearl: No time! No time! Now, I have got all the timein the world. Say, honey, did you belong to me? Tell me, honey, was your heart at rest when, darlin, all the mourning doves were howling usa song of love'sgodawful lawlessness? Lawlessness. Say, honey, did you belong to me? Tell me, honey, did I pass your test? I lay, as still as death, until the dawn, whereupon I wrested fromyour godawful lawlessness. Lawlessness. I roam around the tidy groundsof my dappled sanatorium. Coatless, I sitamongst the motes, adrift, and I dote upon my pinesap gum. And the light, through the pines, in brassy tines, lays over me, dim as rumand thick as molasses. And so time passes. And so, my heart, tomorrow comes. I feel you, leaning, out back with the crickets, loyal heart marking the soon-ness, darkness: tonight, still, the mourning doveswill summon us their songof love's neverdoneing lawlessness, lawlessnesswhile, over and over —rear up! stand down! lay round! —trying to sound-out, or guess the reasons, I sleep like a soldier, without rest. But there is no treason, where there is only lawlessness. Lawlessness. In the last weekof the last year I was aware, I took a blind shot, across the creek, at the black bear, when he roused me in the night, and left me cowering with my light, calling out Who is there? Who's there? Who is there? I watched you sleep, repeating my prayer. (You give love a little shoveand it becomes terror. )And now I am calling, in a sadness beyond angerand beyond fear, Who is there? Who's there? Who is there? I glare and nod, like the character, God, bearing downupon the houses and lawns. I knew a little bit, but, darling, you were it, and, darling, now it is long gone. Sweetheart, in your clean, bright start —back there, behind a hill, and a dell, and a state line or two —I'll be thinking of you. Yes, I'll be thinking, and be wishing you well. We land, I stand, But I wait for the sound of the bell. I have to catch a cab, and my bags are at the carousel. And then — Lord, just then —time alone will only tell. You mourning dove. "
48,,Esme,"I can feel a difference. Today, a difference: all of us, in our tents, fearing god like a mistress. We lay on the rocks, in the sun, watching you and your mama row in, I sat up and blinked, when you appeared, so pale you were nearly clear! Later, I stumbled to my bed, all alone in the branches. I laid in the dark, thinking about all of my friends, and their changes. And I do not knowif you know just what you have done. You are the sweetest one I have ever laid my eyes upon. It's a beautiful town, with the rain coming down. Blackberry, rosemary, jimmy-crack-corn. You've got the run of the place, now that you're running around; and may kindness, kindness, kindness abound. In this hour of our lives —hour of effortless plenty —how do we knowwhich parts of our hearts want what, with such base generosity? Taking so many photographs —so amazed! —we've never seen a baby so newlyborn. And, when the bulbs do flash, as bright as morning, the crowd keeps on gatheringlike an electric storm. The phantom of lovemoves among us at will. Each phantom-limb lost, has got an angel(so confused, like the wagging bobbed-tailof a bulldog): kindness, kindness prevails. Kindness prevails! Ties and rails, ties and rails fall into line, bearing kindness. Where will you go, if not here? What will you say, when you write to us? And this is a world of terrible hardship, everywhere, and I search for wordsto set you at ease. But there, in the looking-glass, a kite is soaring, stilling my warring heartand my trembling knees. Clean as a breeze, bright as the day: all of the people gather to say: ""Sweet Esme! Sweet Esme! Oh, oh, oh! ""I believe love will always surround you —brave as a bear, with a heart rare and true. But if you are scared, if you are blue, I have prepared this small song for you: Sweet Esme! Sweet Esme! Oh, oh, oh! Sweet Esme! Sweet Esme! Oh, oh, oh! Sweet Esme! Esme! Sweet Esme! Sweet Esme! Oh, oh, oh! "
49,,Autumn,"Driven through by her own sword, summer died last night, alone. Even the ghostshuddled up for warmth. Autumn has come to my hometown. Friendly voices, dead and gone, singing, Star of the country down. . . (even the ghosts help raise the barn, here, now, in my hometown)— when, out of the massingthat bodes and bides, in the cold west, flew a waxwing, who frozeand died against my breast! And all the while, rain, like a weed in the tide, swans and lists, downon the gossiping lawns, saying tsk tsk tsk. I may have changed. It's hard to gauge. Time won't account for how I've aged. Would I could tie your lying tongue, who says that leaving keeps you young. And I have got no controlover my heart, over my mind. Over the hills, the rainclouds roll. I'll winter here, wait for a signto cast myselfout, over the water, riven like a wishbone. You'd hardly guess I was my own mother's daughter; I ain't naturally given to roam. And I lay low, when I return, and I movelike a gurneywhose wheels are squeaking, alone, here in my home, and I laugh, when you speak of mypleasure-seekingamong the tall pines, along the lay-lines. Here, where the loon keens. There, where the moon leans. There, where I know my violent love lays down, in a row of silent, dove-gray days. Here, in a row of silent, dove-gray days. Wherever I go, I am snowboundby thoughts of himwhom I would shun. I loved them all, one by one. Cannot gain ground, cannot outrun; but time marches along. You can't always stick around. But, when the final count is done, I will be in my hometown. I will be in my hometown. "
50,,Ribbon Bows,"There is a spring, not far from here, The water runs both sweet and clear —both sweet and clear, and cold: could crack your boneswith veins of gold. I stood, a-wagging, at the tap; just a-waiting on the lagging, rising sap. I held the cold tin ladle to my lip. At the Shrine of the Thousand Arms, I lowered my eyes to sip. What a beautiful day to catch my drift, or be caught up in it. You want your love, Love? Come and get your love; I only took it backbecause I thought you didn't. How my ears did ring, at the municipal pound, from that old hangdogto which I was bound: curled 'round the bottom rung —doesn't nobody want you? Well, come on, darlin. I could use someone like you around. I am not like you, I ain't from this place. And I do reserve the rightto repeat all my same mistakes. And, in the night, like you, I certainly bite and chewwhat I can find, and never seem to lose the taste. What a horrible face I feel me make —For Pete's sake, what you have told me, I cannot erase! —(Though I keep on saying, and I do believe, it is not too late). All day, you're hassling me with trifles: black nose of the dog, as cold as a rifle, indicating, with a nudge, God, No God. God, No God. Sweet, appraising eye of the dog, blink once if god, twice if no god. My mama may be ashamed of me, with all of my finery: carrying on, whooping it up till the early morn, lost and lorn, among the madding revelry! Sure, I can pass. Honey, I can pass. Particularly when I start to tip my glass. I'll be a sport, and have a go at that old song, singing unabashed, about'Them city girls, with their ribbon bows, and their fancy sash. . . 'But, though I get so sad(could swear the nightmakes a motion to claim me, around that second verse), I reckon I've felt worse, and still held fast. But, later on, when I am alone, alone at last, well I take my god to task. I take my daggone god to task. "
51,,Kingfisher,"Whose is the hand that I will hold? Whose is the face I will see? Whose is the name that I will call, when I am called to meet thee? In this life, who did you love, beneath the drifting ashes, beneath the sheeting banks of airthat barrenly bore our rations? When I could speak, it was too late. Didn't you hear me calling? Didn't you see my heart leap, like a pup in the constant barley? In this life, where did you crouch, when the sky had set to boiling? Burning within, seen from without, and your gut was a serpent, coiling. And, for the sake of that pit of snakes, for whom did you allay your shyness, and spend all your mercy, and madness, and grace, in a day, beneath the bending cypress? It was not on principal. Show, Pro-heart, that you have got gall. A miracle: I can bear a lot, but not that pall. I can bear a lot, but not that pall! Kingfisher, sound the alarm. Say, ""Sweet little darlin, now, come to my arms; tell me all about the loveyou left on the farm. ""He was a kind, unhurried manwith a heavy lip and a steady hand, but he loved me just like a little child; like a little child loves a little lamb. Thrown to the ground, by something down there; bitten by the bad air, while the clouds tick; trying to read all the signs, preparing for when the bombs hit; hung from the underbelly of the earth, while the stars skid away, below, gormless and brakeless, gravel-loose, falling silent as gavels in the snow I lay back and spit my chaw, wrapped in the long arm of the Law, who has seen it all: I can bear a lot, but not that pall. I can bear a lot, but not that pall! Kingfisher, cast your fly: oh, Lord, it happens without even trying, when I sling a low lookfrom my shuttering eye. Blows rain upon the one you loved, and, though you were only sparring, there's blood on the eye. Unlace the glove. Say, Honey I am not sorry. Stand here and namethe one you loved, beneath the drifting ashes, and, in naming, rise above time, as it, flashing, passes. We came by the boatload, and were immobilized: worshipping volcanoes, charting the loping skies. The tides of the earthleft us bound, and calcified, and made as obstinate as obsidian, unmoving, save our eyes: just mooning and blinkingfrom faces marked with coal. (Ash cooling and shrinkingcracks loud as thunder rolling. )I swear I know you. You know me. Where have we met before? Tell me true: to whose authoritydo you consign your soul? I had a dream you came to me, said You shall not do me harm anymore, and with your knife, you evicted my lifefrom its little lighthouseon the seashore. And I saw that my bloodhad no bounds, spreading in a circle like an atom bomb, soaking and fellingeverything in its path, and welling in my heart like a birdbath. It is too short —the day we are born, we commence with our dying. Trying to serve, with the heart of a child; kingfisher, lie with the lion. "
52,,Does Not Suffice,"I will pack up my pretty dresses. I will box up my high-heeled shoes. A sparkling ring, for every finger, I'll put away, and hide from view. Coats of bouclé, jacquard and cashmere; cartouche and tweed, all silver shot —and everything that could remind youof how easy I was not. I'll tuck away my gilded buttons; I'll bind my silks in shapeless bales; Wrap it all on up, in reams of tissue, and then I'll kiss you, sweet, farewell. You saw me rise to our occasion, and so deny the evidence. Caused me to burn, and twist, and grimace against you, like something caughton a barbed-wire fence. Now, you can see me fall back here, redoubled, full bewildered and amazed. I have gotten into some terrible trouble, beneath your blank and rinsing gaze. It does not sufficefor you to say I am a sweet girl, or to say you hate to see me sadbecause of you. It does not suffice, to merely lie beside each other, as those who love each other do. I picture you, rising up in the morning: stretching out on your boundless bed, beating a clear path to the shower, scouring yourself red. The tap of hangers, swaying in the closet —unburdened hooksand empty drawers —and everywhere I tried to love youis yours again, and only yours. "
53,Divers (2015),Anecdotes,"Sending the first scouts over, back from the place beyond the dawn: Horse, bear your broken soldier, eyes frozen wide at what went on. And Time, in our camp, is movingas you’d anticipate it to. But what is this sample proving? Anecdotes cannot say what Time may do. I kid with Rufous Nightjar, when our men are all asleep: ""It ain’t about how rare you are, but how hard you are to see. Take, you and me—""“When are you from? ” said he, in our blind of winter leaves, as we sighted out their fliersin the grayscale of the nightfumbled on the bare groundto bury round landmines, while the dew lay down and dried. We signal Private Poorwill, when morning starts to loom: “Pull up from your dive! ”till we hear the telltale Boom, too soon—hotdogging loon, caught therelike a shard of mirror in the moon! Now they’ve stopped giving orders, but I follow anyway, laying in our state of torpor, waiting out the daywhile the dew burns away. Rushing, tearing, speeding home: bound to a wheel that is not my own, where round every bend I long to seetemporal infidelity. And all along the road, the lights stream by. I want to go where the dew won't dry. I want to go where the light won’t bend—far as the eye may reach—nor end. But inasmuch as that light is loaned, insofar as we’ve borrowed bones, must every debt now be repaidin star-spotted, sickle-winged night raids, while we sing to the garden, and we sing to the stars, and we sing in the meantime, wherever you are? In the folds and the branches, somewhere, out there, I was only just born into open air. Now hush, little babe. You don’t want to bedown in the trenches, remembering with me, where you will not mark my leaving, and you will not hear my parting song. Nor is there cause for grieving. Nor is there cause for carrying on. —and daughter, when you are able, come down and join! The kettle's on, and your family's round the table. Will you come down, before the sun is gone? "
54,Divers (2015),Sapokanikan,"The cause is Ozymandian. The map of Sapokanikanis sanded and beveled, the land lone and leveledby some unrecorded and powerful handwhich plays along the monument, and drums, upon a plastic bag, The Brave Men and Women, So Dear to Godand Famous To All of the Ages rag. (Sing: Do you love me? Will you remember? The snow falls above me. The Renderer, renders. The Event is in the hand of God. )Beneath a Patch of Grass, her bones the old Dutch master hid, while, elsewhere, Tobias and the Angel disguisedwhat the scholars surmised was a mother and kid(interred with other daughters, in dirt, in other potter's fields). Above them, parades mark the passing of daysthrough parks where pale colonnades archin marble and steel, where all of the Twenty Thousand attending your foot fall(and the Cause that they died for)are lost in the idling birdcalls, and the records they left are cryptic at best, lost in obsolescence: the text will not yield(nor X-ray reveal, with any fluorescence)where the Hand of the Master begins and ends. I fell. I tried to do well, but I won't be. Will you tell the one that I lovedto remember, and hold me? I call and call for the doctor, but the snow swallows me whole, with old Florry Walker. The event lives only in print. ***He said, ""It's alright, and it's all over now, "" and boarded the plane, his belt unfastened, (The boy was known to show unusual daring—and called a 'boy', this aldermanconfounding Tammany Hall, in whose employ King Tamanend himself preceded John’s fall! )So we all raise a standardto which the wise and honest soul may repair; to which a hunter, a hundred years from now, may look, and despair, and see with wonderthe tributes we have left to rust in the park: swearing that our hair stood on end, to see John Purroy Mitchel depart for the Western Front, where work might count. All exeunt! All go out! Await the hunter, to decipher the stone(and what lies under, now). The city is gone. Look, and despair. Look, and despair. "
55,Divers (2015),Leaving the City,"Hay, and a clean stall, and ivy on a garden wall, and a sign saying Sold, and an old coatfor the bad cold. I believe in you. Do you believe in me? What do you want to do? Are we leaving the city? On the black road, through the gold fields, while the fields are plowed, towards what we are allowed. . . The bridle bends in idle handsand slows our canter to a trot. We mean to stop, in increments, but can’t commit. We post and sit, in impotence: the harder you hit, the deeper the dent. We seek our name. We seek our fame, and our credentials(paned in glass, trained to master incidentals). Bleach our collar, leech our dollar from our cents: the longer you live, the higher the rent. Beneath the pale sky, beside the red barn, below the white clouds, is all we are allowed. Here, the light will seep, and the scythe will reap, and spirit will rend, in counting toward the end. In December of that year, the word came down that she was here. The days grew shorter. I was sure, if she came 'round, I’d hold my ground. I'd endure. But they'd alluded to a changethat came to pass, and Spring, deranged, weeping grass and sleepless, broke herself upon my windowglass. And I could barely breathe, for seeingall the splintered light that leaked her fissures, fleeing, launched in flight: unstaunched daylight, brightly bleeding, bleached the night with dawn, deleting, in that high sun, after our good run, when the spirit bendsbeneath knowing it must end. And that is all I want here: to draw my gaunt spirit to bowbeneath what I am allowed. Beneath what I am allowed. "
56,Divers (2015),Goose Eggs,"What we built, at the kiln that won’t be stilled, did not set well: The old veil of desire, like the vessels that we fired, fell thin as eggshells. And every season, somebody burns, downtown, taking turns—taking a bus, to take a train and just plain vamoose. Now the wind blows coals over the hills. Honey, I’ve been paying my bills, but honey it’s been a long time since I’ve come to any use. And it hurt me bad, when I heard the newsthat you’d got that call, and could not refuse. (A goose, alone, I suppose, can know the loneliness of geese, who never find their peace, whether north, or south, or west, or east; west or east; and I could never find my wayto being the kind of friend you seemed to need in me, till the needing had ceased. )Recently, a bottle of rye, and a friend, and me, on our five loose legs, had a ramble, and spokeof the scrambling of broken hopes, and goose eggs, and a stranger, long ago. (Not you, honey! You, I know. )We just spoke of broken hopes and old strangers. Now the wind blows coals over the sea. Tell you what, honey: you and me better run and see if we can't contain them, first. But you had somewhere that you had to go, and you caught that flight out of Covalo. Now, overhead, you’re gunning in those Vs, where you had better find your peace, whether north, or south, or west, or east. West, or east. And I had better find my wayto being the kind of friend you seemed to need in me, at last (at least). What’s redacted will repeat, and you cannot learn that you burn when you touch the heat, so we touch the heat, and we cut facsimiles of love and death(just separate holes in sheetswhere you cannot breathe, and you cannot see). And I cannot now, for the life of me, believe our talk—our flock had cause to leave, but do we? do we? "
57,Divers (2015),Waltz of the 101st Lightborne,"I believed they had got what they came for; I believed our peril was done, on the eve of the last of the Great Wars, after three we had narrowly won. (But the fourth, it was carelessly done. )Saw his ship in its whistling ascension, as they launched from the Capitol seat—swear I saw our mistakewhen the clouds draped like a flag, across the backs of the fleetof the Hundred-First Lightborne Elite. As the day is long, so the well runs dry, and we came to see Time is tallerthan Space is wide. And we bade goodbyeto the Great Divide: found unlimited simulacreage to colonize! But there was a time we were lashed to the prowof a ship you may board, but not steer, before You and I ceased to mean Now, and began to mean only Right Here(to mean Inches and Miles, but not Years); before Space had a taste of its limits, and a new sort of coordinate awoke, making Time just another poor tenant: bearing weight, taking fire, trading smokes, in the war between us and our ghosts. (But I saw the Bering Strait and the Golden Gate, in silent suspension of their golden age! And you can barely tell, if I guard it well, where I have been, and seen, pristine, unfelled. )And I had a dream that I walked in the gardenof Chabot, and those telescope ruins. It was there that I called to my true love, who was pale as millennial moons, Honey, where did you come by that wound? When I woke, he was goneand the War had begun, in eternal return and repeat. Calling, Where in the hell are the rest of your fellow One Hundred-One Lightborne Elite? stormed in the New Highland Light Infantry. Make it stop, my love! We were wrong to try. Never saw what we could unravel, in traveling light, or how the trip debrides—like a stack of slides! All we saw was that Time is taller than Space is wide. That's why we got bound to a round desert island, 'neath the sky where our sailors have gone. Have they drowned, in those windy highlands? Highlands away, my John. "
58,Divers (2015),The Things I Say,"If I have the space of half a day, I'm ashamed of half the things I say. I'm ashamed to have turned out this way, and I desire to make amends. But it don't make no difference, now, and no-one's listening, anyhow, and lists of sins and solemn vowsdon't make you any friends. There's an old trick played, when the light and the wine conspireto make me think I'm fine. I'm not, but I have got half a mindto maybe get there, yet. When the sky goes pink in Paris, France, do you think of the girl who used to dancewhen you'd frame her moving within your hands, saying This I won't forget? What happened to the man you were, when you loved somebody before her? Did he die? Or does that man endure, somewhere far away? Our lives come easy and our lives come hard. And we carry them like a pack of cards: some we don't use, but we don't discard, but keep for a rainy day. "
59,Divers (2015),Divers,"The diver is my love(and I am his, if I am not deceived), who takes one breath above, for every hour below the sea; who gave to me a jewelworth twice this woman's life (but would cost her lessthan laying at low tide, to see her true love phosphoresce). And in an infinite regress: Tell me, why is the pain of birthlighter borne than the pain of death? I ain't saying that I loved you first, but I loved you best. I know we must abideeach by the rules that bind us here: the divers, and the sailors, and the women on the pier. But how do you choose your form? How do you choose your name? How do you choose your life? How do you choose the time you must exhale, and kick, and rise? And in an infinite capsize: Like a bull tearing down the coast, double hulls bearing double masts—I don't know if you loved me most, but you loved me last. Recall the word you gave: to count your way across the depths of this arid world, where you would yoke the waves, and lay a bed of shining pearls! I dream it every night: the ringing of the pail, the motes of sand dislodged, the shucking, quick and bright; the twinned and cast-off shells reveal a single heart of white. And in an infinite backslide: Ancient border, sink past the West, like a sword at the bearer's fall. I can't claim that I knew you best, but did you know me at all? A woman is alive! A woman is alive; you do not take her for a sign in nacre on a stone, alone, unfaceted and fine. And never will I wed. I'll hunt the pearl of death to the bottom of my life, and ever hold my breath, till I may be the diver's wife. See how the infinite divides: and the divers are not to blamefor the rift, spanning distant shores. You don't know my name, but I know yours. "
60,Divers (2015),Same Old Man,"It's the same old lady, putting out the wash, standing in the rain, in her mackintosh—same old lady standing in the rain! The thought of New York was going insane. Hey little leaf, lying on the ground—now you're turning slightly brown! Why don't you come back on the tree, turn the color green the way you ought to be? My mind is failing, and my body grows weak. And my lips won't form the words I speak. And I'm floating away on a barrel of pain. New York City won't see me again. It's the same old man, sitting at the mill, mill-wheel turning of its own free will. I'm certainly glad to be at home. New York City continues on, alone. I'm certainly glad to be at home. New York City continues on, alone. New York City continues on, alone. New York City continues. . . "
61,Divers (2015),You Will Not Take My Heart Alive,"And what do you remember most? The line of the sea, seceding the coast? Fine capillaries, glowing with cars? The comfort you drew from the light of the stars? And how long did you climb that night, with the ice in your lungs, on the rungs of the light? Beyond recall, you severed all stringsto everyone, and everything. Oh, silent, constant driver of mine: wordlessly calling from the end of the line, where, even though each hour I ever lovedmust queue and dive, still, you will not take my heart, alive. You will not take my heart, alive. You will not take my heart, alive. You will not take my heart. In martial wind, and in clarion rain, we minced into battle, wincing in pain; not meant for walking, backs bound in twine: not angel or devil, but level, in time. And I rose, to take my shape at last, from the dreams that had dogged me, through every past, when, to my soul, the body would say You may do what you like, as long as you stay. Now the towns and forests, highways and plains, fall back in circles like an emptying drain. And I won't come round this way again, where the lonely wind abides, and you will not take my heart, alive. You will not take my heart, alive. You will not take my heart, alive. You will not take my heart, alive. You will not take my heart, alive. You will not take my heart, alive. You will not take my heart, alive. You will not take my heart. "
62,Divers (2015),A Pin-Light Bent,"My life comes and goes. My life comes and goes. Short flight, free rows: I lie down and doze. My life came and went. My life came and went. Short flight; free descent. Poor flight attendant. But the sky, over the ocean! And the ocean, skirting the city! And the city, bright as a garden(when the garden woke to meet me), from that height was a honeycombmade of light from those funny homes, intersected: each enclosed, anelectric and alone. In our lives is a common sensethat relies on the common fencethat divides, and attends, but provides scant defensefrom the Great Light that shines through a pin-hole, when the pin-light calls itself Selfhood, and the Selfhood inverts on a mirrorin an Amora Obscura. But it's mine. Or, at least, it's lent. And my life, until the time is spentis a pin-light, bent. It's a pin-light, bent. "
63,Divers (2015),"Time, As a Symptom","Time passed hard, and the task was the hardest thing she'd ever do. But she forgot, the moment she saw you. So it would seem to be true: when cruel birth debases, we forget. When cruel death debases, we believe it erases all the restthat precedes. But stand brave, life-liver, bleeding out your daysin the river of time. Stand brave: time moves both ways, in the nullifying, defeating, negating, repeatingjoy of life; the nullifying, defeating, negating, repeatingjoy of life. The moment of your greatest joy sustains: not axe nor hammer, tumor, tremor, can take it away, and it remains. It remains. And it pains me to say, I was wrong. Love is not a symptom of time. Time is just a symptom of love(and of the nullifying, defeating, negating, repeatingjoy of life; the nullifying, defeating, negating, repeatingjoy of life). Hardly seen, hardly felt—deep down where your fight is waiting, down 'till the light in your eyes is fading: joy of life. Where I know that you can yield, when it comes down to it; bow like the field when the wind combs through it: joy of life. And every little gust that chances throughwill dance in the dust of me and you, with joy-of-life. And in our perfect secret-keeping: One ear of corn, in silent, reapingjoy of life. Joy! Again, around—a pause, a sound—a song: a way a lone a last a loved a long. A cave, a grave, a day: arise, ascend. (Areion, Rharian, go free and graze. Amen. )A shore, a tide, unmoored—a sight, abroad: A dawn, unmarked, undone, undarked (a god). No time. No flock. No chime, no clock. No end. White star, white ship—Nightjar, transmit: transcend! White star, white ship—Nightjar, transmit: transcend! White star, white ship—Nightjar, transmit: transcend! White star, white ship—Nightjar, transmit: trans"
64,Unreleased,Make Hay,"So long So long So long So long So long My old friend died that way: The accumulation of time And the passing of days Though she dug in her heels Drug her wheels in the clay—She dotted her eyes; Crossed the teasels in her leaning dray Where buzzards make circles(And tillers make hay): A dozen in kettle, committee & wake; Where wind made the dust, And sin made the snake, And Mama made us. But what did I make? And how was I to know, Down in our old goldmine Where you were the king of the radio And I was the keeper of Hi-Fi, And I was the queen of the rodeo(And everybody’d know), And you were the keeper of the lions; And we were gored, and abased, And adored, and erased, All before our time? It was before our time. So how was I to know? How was I to know, While the tune hums, And the hand strikes the gong, And all of us plough our row, And the notes run Out of measure and out of time and landing wrong? Well the day is long, But not so long. My old friend died alone, Save for the friends And family she had known Surrounding her bed, None of whom in that room Could with certainty have said, “I’ve dotted my eyes Crossed the teasels in my leaning sled, Where buzzards make circles, And tillers make hay: In windrow and bale, With tedder and rake; Where Adam made ribs And cattle make steak. ”(And the rattling nib writes, “What did I make? ”)And how was I to know Seeing my seconds pass in a line If there was a way to reckon love Except as a symptom of time? And honey, it stretched out below us, Humming every note From the lowest to the highest, but even at the highest, We were bored, and amazed, In accord, in a daze, All before our time. It was before our time. So how was I to know? How was I to know? How was I to know? How was I to know? While the day slows, And the sun stares, stalling, Into the dimming barrel of night, Where the stars are falling? I’ve got no say, But still, I’m calling for my old friend. We sow and we reap, again. "
65,Unreleased,Bombs Are Whistling,"I face it with my flayed skull in a glacial morning windit burns like salt, it’s not your fault that i ain’t got no skin Crying out into the dawn until my voice is gone, I call I love you through it all. They said I couldn’t hold you when I tried to take your handalarm bells rang, the nurse was saying things I can’t understandtoo warm, too warm I drew my arm away against the glassis he okay? my flayed skull asked I prayed the fear would passthey say you need me here nowand I need that… but i’m neededmy eyes scan everyplaceand I stand guard all nightin vigil, in wardening and in wasteunheededwilds(? ) too cold and bluebut look at those curlshow do you do? though I cannot imagine yourecall it, or conceivedlong ago and far away I know what I believe I know, I know, I knowbecause they tell me that it’s truethe spell will break and wake me anewso I sit and rock and drop through space and kiss your face and singthe smoke is thick, my skin is sickthe bombs are whistlingthe death, the doom the leaden looming dread is always nearbut I love you and you are here I feared that it had won(? )I feared that you would never find memy darling sun/sonbut you found meand though it took awhilenow I look and find your blinding starlight smilesurrounds mewe bleed throughclear and truehere, with you now I wish that I could show you what I know about this pain I’ll tell ya now, I don’t know how, but I’ll be back againfor bowed within the scouring wind that lays low everything‘I love you, ’ my flayed skull sings"
